"attackermoveset";"attackername";"attackerfastmove";"attackerspecialmove";"defendermoveset";"defendername";"defenderfastmove";"defenderspecialmove";"attackerattackmodifier";"attackerdefensemodifier";"attackeradvantage"
647;Rhydon;Mud Slap;Earthquake;446;Rapidash;Ember;Fire Blast;1,5625;1,25;1,953125
675;Seadra;Water Gun;Hydro Pump;446;Rapidash;Ember;Fire Blast;1,5625;1,25;1,953125
432;Golem;Rock Throw;Ancient Power;446;Rapidash;Ember;Fire Blast;1,5625;1,25;1,953125
646;Rhydon;Mud Slap;Megahorn;446;Rapidash;Ember;Fire Blast;1,5625;1,25;1,953125
455;Slowbro;Water Gun;Water Pulse;446;Rapidash;Ember;Fire Blast;1,5625;1,25;1,953125
49;Blastoise;Water Gun;Ice Beam;446;Rapidash;Ember;Fire Blast;1,5625;1,25;1,953125
436;Golem;Mud Shot;Earthquake;446;Rapidash;Ember;Fire Blast;1,5625;1,25;1,953125
48;Blastoise;Water Gun;Flash Cannon;446;Rapidash;Ember;Fire Blast;1,5625;1,25;1,953125
546;Onix;Rock Throw;Stone Edge;446;Rapidash;Ember;Fire Blast;1,5625;1,25;1,953125
310;Golduck;Water Gun;Ice Beam;446;Rapidash;Ember;Fire Blast;1,5625;1,25;1,953125
765;Vaporeon;Water Gun;Water Pulse;446;Rapidash;Ember;Fire Blast;1,5625;1,25;1,953125
350;Poliwrath;Bubble;Hydro Pump;446;Rapidash;Ember;Fire Blast;1,5625;1,25;1,953125
767;Vaporeon;Water Gun;Aqua Tail;446;Rapidash;Ember;Fire Blast;1,5625;1,25;1,953125
457;Slowbro;Water Gun;Ice Beam;446;Rapidash;Ember;Fire Blast;1,5625;1,25;1,953125
673;Seadra;Water Gun;Blizzard;446;Rapidash;Ember;Fire Blast;1,5625;1,25;1,953125
431;Golem;Rock Throw;Stone Edge;446;Rapidash;Ember;Fire Blast;1,5625;1,25;1,953125
648;Rhydon;Mud Slap;Stone Edge;446;Rapidash;Ember;Fire Blast;1,5625;1,25;1,953125
802;Kabutops;Fury Cutter;Water Pulse;446;Rapidash;Ember;Fire Blast;1,18124998;1,5625;1,84570313
803;Kabutops;Fury Cutter;Stone Edge;446;Rapidash;Ember;Fire Blast;1,18124998;1,5625;1,84570313
801;Kabutops;Fury Cutter;Ancient Power;446;Rapidash;Ember;Fire Blast;1,18124998;1,5625;1,84570313
351;Poliwrath;Bubble;Submission;446;Rapidash;Ember;Fire Blast;1,40625;1,25;1,7578125
702;Starmie;Water Gun;Psybeam;446;Rapidash;Ember;Fire Blast;1,40625;1,25;1,7578125
416;Tentacruel;Poison Jab;Hydro Pump;446;Rapidash;Ember;Fire Blast;1,40625;1,25;1,7578125
458;Slowbro;Confusion;Water Pulse;446;Rapidash;Ember;Fire Blast;1,40625;1,25;1,7578125
574;Kingler;Mud Shot;Water Pulse;446;Rapidash;Ember;Fire Blast;1,40625;1,25;1,7578125
353;Poliwrath;Mud Shot;Hydro Pump;446;Rapidash;Ember;Fire Blast;1,40625;1,25;1,7578125
701;Starmie;Water Gun;Power Gem;446;Rapidash;Ember;Fire Blast;1,40625;1,25;1,7578125
413;Tentacruel;Acid;Hydro Pump;446;Rapidash;Ember;Fire Blast;1,40625;1,25;1,7578125
456;Slowbro;Water Gun;Psychic;446;Rapidash;Ember;Fire Blast;1,40625;1,25;1,7578125
746;Gyarados;Dragon Breath;Hydro Pump;446;Rapidash;Ember;Fire Blast;1,28125;1,25;1,6015625
308;Golduck;Water Gun;Psychic;446;Rapidash;Ember;Fire Blast;1,28125;1,25;1,6015625
697;Starmie;Quick Attack;Hydro Pump;446;Rapidash;Ember;Fire Blast;1,28125;1,25;1,6015625
807;Aerodactyl;Bite;Ancient Power;446;Rapidash;Ember;Fire Blast;1,28125;1,25;1,6015625
53;Blastoise;Bite;Hydro Pump;446;Rapidash;Ember;Fire Blast;1,28125;1,25;1,6015625
549;Onix;Tackle;Stone Edge;446;Rapidash;Ember;Fire Blast;1,28125;1,25;1,6015625
312;Golduck;Confusion;Hydro Pump;446;Rapidash;Ember;Fire Blast;1,28125;1,25;1,6015625
651;Rhydon;Rock Smash;Stone Edge;446;Rapidash;Ember;Fire Blast;1,28125;1,25;1,6015625
674;Seadra;Water Gun;Dragon Pulse;446;Rapidash;Ember;Fire Blast;1,28125;1,25;1,6015625
650;Rhydon;Rock Smash;Earthquake;446;Rapidash;Ember;Fire Blast;1,28125;1,25;1,6015625
749;Gyarados;Bite;Hydro Pump;446;Rapidash;Ember;Fire Blast;1,28125;1,25;1,6015625
678;Seadra;Dragon Breath;Hydro Pump;446;Rapidash;Ember;Fire Blast;1,28125;1,25;1,6015625
548;Onix;Tackle;Rock Slide;446;Rapidash;Ember;Fire Blast;1,28125;1,25;1,6015625
455;Slowbro;Water Gun;Water Pulse;445;Rapidash;Low Kick;Heat Wave;1,5625;1,25;1,953125
457;Slowbro;Water Gun;Ice Beam;445;Rapidash;Low Kick;Heat Wave;1,5625;1,25;1,953125
700;Starmie;Water Gun;Hydro Pump;445;Rapidash;Low Kick;Heat Wave;1,5625;1,25;1,953125
413;Tentacruel;Acid;Hydro Pump;445;Rapidash;Low Kick;Heat Wave;1,40625;1,25;1,7578125
702;Starmie;Water Gun;Psybeam;445;Rapidash;Low Kick;Heat Wave;1,40625;1,25;1,7578125
701;Starmie;Water Gun;Power Gem;445;Rapidash;Low Kick;Heat Wave;1,40625;1,25;1,7578125
416;Tentacruel;Poison Jab;Hydro Pump;445;Rapidash;Low Kick;Heat Wave;1,40625;1,25;1,7578125
456;Slowbro;Water Gun;Psychic;445;Rapidash;Low Kick;Heat Wave;1,40625;1,25;1,7578125
458;Slowbro;Confusion;Water Pulse;445;Rapidash;Low Kick;Heat Wave;1,40625;1,25;1,7578125
48;Blastoise;Water Gun;Flash Cannon;445;Rapidash;Low Kick;Heat Wave;1,5625;1,11111104;1,73611104
310;Golduck;Water Gun;Ice Beam;445;Rapidash;Low Kick;Heat Wave;1,5625;1,11111104;1,73611104
50;Blastoise;Water Gun;Hydro Pump;445;Rapidash;Low Kick;Heat Wave;1,5625;1,11111104;1,73611104
352;Poliwrath;Bubble;Ice Punch;445;Rapidash;Low Kick;Heat Wave;1,5625;1,11111104;1,73611104
767;Vaporeon;Water Gun;Aqua Tail;445;Rapidash;Low Kick;Heat Wave;1,5625;1,11111104;1,73611104
350;Poliwrath;Bubble;Hydro Pump;445;Rapidash;Low Kick;Heat Wave;1,5625;1,11111104;1,73611104
765;Vaporeon;Water Gun;Water Pulse;445;Rapidash;Low Kick;Heat Wave;1,5625;1,11111104;1,73611104
309;Golduck;Water Gun;Hydro Pump;445;Rapidash;Low Kick;Heat Wave;1,5625;1,11111104;1,73611104
49;Blastoise;Water Gun;Ice Beam;445;Rapidash;Low Kick;Heat Wave;1,5625;1,11111104;1,73611104
766;Vaporeon;Water Gun;Hydro Pump;445;Rapidash;Low Kick;Heat Wave;1,5625;1,11111104;1,73611104
673;Seadra;Water Gun;Blizzard;445;Rapidash;Low Kick;Heat Wave;1,5625;1,11111104;1,73611104
675;Seadra;Water Gun;Hydro Pump;445;Rapidash;Low Kick;Heat Wave;1,5625;1,11111104;1,73611104
787;Omastar;Rock Throw;Hydro Pump;445;Rapidash;Low Kick;Heat Wave;1,5625;1,05820107;1,65343916
786;Omastar;Rock Throw;Ancient Power;445;Rapidash;Low Kick;Heat Wave;1,5625;1,05820107;1,65343916
791;Omastar;Water Gun;Rock Slide;445;Rapidash;Low Kick;Heat Wave;1,5625;1,05820107;1,65343916
788;Omastar;Rock Throw;Rock Slide;445;Rapidash;Low Kick;Heat Wave;1,5625;1,05820107;1,65343916
789;Omastar;Water Gun;Ancient Power;445;Rapidash;Low Kick;Heat Wave;1,5625;1,05820107;1,65343916
790;Omastar;Water Gun;Hydro Pump;445;Rapidash;Low Kick;Heat Wave;1,5625;1,05820107;1,65343916
749;Gyarados;Bite;Hydro Pump;445;Rapidash;Low Kick;Heat Wave;1,28125;1,25;1,6015625
697;Starmie;Quick Attack;Hydro Pump;445;Rapidash;Low Kick;Heat Wave;1,28125;1,25;1,6015625
746;Gyarados;Dragon Breath;Hydro Pump;445;Rapidash;Low Kick;Heat Wave;1,28125;1,25;1,6015625
700;Starmie;Water Gun;Hydro Pump;444;Rapidash;Low Kick;Drill Run;1,5625;1,11111104;1,73611104
455;Slowbro;Water Gun;Water Pulse;444;Rapidash;Low Kick;Drill Run;1,5625;1,11111104;1,73611104
457;Slowbro;Water Gun;Ice Beam;444;Rapidash;Low Kick;Drill Run;1,5625;1,11111104;1,73611104
749;Gyarados;Bite;Hydro Pump;444;Rapidash;Low Kick;Drill Run;1,28125;1,25;1,6015625
746;Gyarados;Dragon Breath;Hydro Pump;444;Rapidash;Low Kick;Drill Run;1,28125;1,25;1,6015625
700;Starmie;Water Gun;Hydro Pump;443;Rapidash;Low Kick;Fire Blast;1,5625;1,25;1,953125
457;Slowbro;Water Gun;Ice Beam;443;Rapidash;Low Kick;Fire Blast;1,5625;1,25;1,953125
455;Slowbro;Water Gun;Water Pulse;443;Rapidash;Low Kick;Fire Blast;1,5625;1,25;1,953125
702;Starmie;Water Gun;Psybeam;443;Rapidash;Low Kick;Fire Blast;1,40625;1,25;1,7578125
456;Slowbro;Water Gun;Psychic;443;Rapidash;Low Kick;Fire Blast;1,40625;1,25;1,7578125
458;Slowbro;Confusion;Water Pulse;443;Rapidash;Low Kick;Fire Blast;1,40625;1,25;1,7578125
416;Tentacruel;Poison Jab;Hydro Pump;443;Rapidash;Low Kick;Fire Blast;1,40625;1,25;1,7578125
413;Tentacruel;Acid;Hydro Pump;443;Rapidash;Low Kick;Fire Blast;1,40625;1,25;1,7578125
701;Starmie;Water Gun;Power Gem;443;Rapidash;Low Kick;Fire Blast;1,40625;1,25;1,7578125
310;Golduck;Water Gun;Ice Beam;443;Rapidash;Low Kick;Fire Blast;1,5625;1,11111104;1,73611104
48;Blastoise;Water Gun;Flash Cannon;443;Rapidash;Low Kick;Fire Blast;1,5625;1,11111104;1,73611104
350;Poliwrath;Bubble;Hydro Pump;443;Rapidash;Low Kick;Fire Blast;1,5625;1,11111104;1,73611104
309;Golduck;Water Gun;Hydro Pump;443;Rapidash;Low Kick;Fire Blast;1,5625;1,11111104;1,73611104
49;Blastoise;Water Gun;Ice Beam;443;Rapidash;Low Kick;Fire Blast;1,5625;1,11111104;1,73611104
50;Blastoise;Water Gun;Hydro Pump;443;Rapidash;Low Kick;Fire Blast;1,5625;1,11111104;1,73611104
767;Vaporeon;Water Gun;Aqua Tail;443;Rapidash;Low Kick;Fire Blast;1,5625;1,11111104;1,73611104
675;Seadra;Water Gun;Hydro Pump;443;Rapidash;Low Kick;Fire Blast;1,5625;1,11111104;1,73611104
766;Vaporeon;Water Gun;Hydro Pump;443;Rapidash;Low Kick;Fire Blast;1,5625;1,11111104;1,73611104
352;Poliwrath;Bubble;Ice Punch;443;Rapidash;Low Kick;Fire Blast;1,5625;1,11111104;1,73611104
765;Vaporeon;Water Gun;Water Pulse;443;Rapidash;Low Kick;Fire Blast;1,5625;1,11111104;1,73611104
673;Seadra;Water Gun;Blizzard;443;Rapidash;Low Kick;Fire Blast;1,5625;1,11111104;1,73611104
786;Omastar;Rock Throw;Ancient Power;443;Rapidash;Low Kick;Fire Blast;1,5625;1,05820107;1,65343916
789;Omastar;Water Gun;Ancient Power;443;Rapidash;Low Kick;Fire Blast;1,5625;1,05820107;1,65343916
787;Omastar;Rock Throw;Hydro Pump;443;Rapidash;Low Kick;Fire Blast;1,5625;1,05820107;1,65343916
788;Omastar;Rock Throw;Rock Slide;443;Rapidash;Low Kick;Fire Blast;1,5625;1,05820107;1,65343916
790;Omastar;Water Gun;Hydro Pump;443;Rapidash;Low Kick;Fire Blast;1,5625;1,05820107;1,65343916
791;Omastar;Water Gun;Rock Slide;443;Rapidash;Low Kick;Fire Blast;1,5625;1,05820107;1,65343916
749;Gyarados;Bite;Hydro Pump;443;Rapidash;Low Kick;Fire Blast;1,28125;1,25;1,6015625
746;Gyarados;Dragon Breath;Hydro Pump;443;Rapidash;Low Kick;Fire Blast;1,28125;1,25;1,6015625
697;Starmie;Quick Attack;Hydro Pump;443;Rapidash;Low Kick;Fire Blast;1,28125;1,25;1,6015625
265;Parasect;Fury Cutter;Solar Beam;436;Golem;Mud Shot;Earthquake;1,6015625;1,5625;2,50244141
262;Parasect;Bug Bite;Solar Beam;436;Golem;Mud Shot;Earthquake;1,6015625;1,5625;2,50244141
659;Tangela;Vine Whip;Sludge Bomb;436;Golem;Mud Shot;Earthquake;1,953125;1,25;2,44140625
658;Tangela;Vine Whip;Power Whip;436;Golem;Mud Shot;Earthquake;1,953125;1,25;2,44140625
660;Tangela;Vine Whip;Solar Beam;436;Golem;Mud Shot;Earthquake;1,953125;1,25;2,44140625
590;Exeggutor;Confusion;Seed Bomb;436;Golem;Mud Shot;Earthquake;1,6015625;1,25;2,00195313
595;Exeggutor;Zen Headbutt;Solar Beam;436;Golem;Mud Shot;Earthquake;1,6015625;1,25;2,00195313
592;Exeggutor;Confusion;Solar Beam;436;Golem;Mud Shot;Earthquake;1,6015625;1,25;2,00195313
593;Exeggutor;Zen Headbutt;Seed Bomb;436;Golem;Mud Shot;Earthquake;1,6015625;1,25;2,00195313
260;Parasect;Bug Bite;Cross Poison;436;Golem;Mud Shot;Earthquake;1,25;1,5625;1,953125
701;Starmie;Water Gun;Power Gem;436;Golem;Mud Shot;Earthquake;1,953125;1;1,953125
675;Seadra;Water Gun;Hydro Pump;436;Golem;Mud Shot;Earthquake;1,953125;1;1,953125
15;Venusaur;Vine Whip;Sludge Bomb;436;Golem;Mud Shot;Earthquake;1,953125;1;1,953125
714;Scyther;Steel Wing;Bug Buzz;436;Golem;Mud Shot;Earthquake;1,25;1,5625;1,953125
261;Parasect;Bug Bite;X-Scissor;436;Golem;Mud Shot;Earthquake;1,25;1,5625;1,953125
264;Parasect;Fury Cutter;X-Scissor;436;Golem;Mud Shot;Earthquake;1,25;1,5625;1,953125
711;Scyther;Fury Cutter;Bug Buzz;436;Golem;Mud Shot;Earthquake;1,25;1,5625;1,953125
14;Venusaur;Razor Leaf;Solar Beam;436;Golem;Mud Shot;Earthquake;1,953125;1;1,953125
248;Vileplume;Razor Leaf;Petal Blizzard;436;Golem;Mud Shot;Earthquake;1,953125;1;1,953125
263;Parasect;Fury Cutter;Cross Poison;436;Golem;Mud Shot;Earthquake;1,25;1,5625;1,953125
401;Victreebel;Razor Leaf;Leaf Blade;436;Golem;Mud Shot;Earthquake;1,953125;1;1,953125
767;Vaporeon;Water Gun;Aqua Tail;436;Golem;Mud Shot;Earthquake;1,953125;1;1,953125
60;Butterfree;Bug Bite;Signal Beam;436;Golem;Mud Shot;Earthquake;1,25;1,5625;1,953125
455;Slowbro;Water Gun;Water Pulse;436;Golem;Mud Shot;Earthquake;1,953125;1;1,953125
350;Poliwrath;Bubble;Hydro Pump;436;Golem;Mud Shot;Earthquake;1,953125;1;1,953125
17;Venusaur;Vine Whip;Solar Beam;436;Golem;Mud Shot;Earthquake;1,953125;1;1,953125
12;Venusaur;Razor Leaf;Sludge Bomb;436;Golem;Mud Shot;Earthquake;1,953125;1;1,953125
13;Venusaur;Razor Leaf;Petal Blizzard;436;Golem;Mud Shot;Earthquake;1,953125;1;1,953125
710;Scyther;Fury Cutter;X-Scissor;436;Golem;Mud Shot;Earthquake;1,25;1,5625;1,953125
249;Vileplume;Razor Leaf;Solar Beam;436;Golem;Mud Shot;Earthquake;1,953125;1;1,953125
16;Venusaur;Vine Whip;Petal Blizzard;436;Golem;Mud Shot;Earthquake;1,953125;1;1,953125
765;Vaporeon;Water Gun;Water Pulse;436;Golem;Mud Shot;Earthquake;1,953125;1;1,953125
402;Victreebel;Razor Leaf;Sludge Bomb;436;Golem;Mud Shot;Earthquake;1,953125;1;1,953125
58;Butterfree;Bug Bite;Bug Buzz;436;Golem;Mud Shot;Earthquake;1,25;1,5625;1,953125
50;Blastoise;Water Gun;Hydro Pump;436;Golem;Mud Shot;Earthquake;1,953125;1;1,953125
713;Scyther;Steel Wing;X-Scissor;436;Golem;Mud Shot;Earthquake;1,25;1,5625;1,953125
700;Starmie;Water Gun;Hydro Pump;436;Golem;Mud Shot;Earthquake;1,953125;1;1,953125
309;Golduck;Water Gun;Hydro Pump;436;Golem;Mud Shot;Earthquake;1,953125;1;1,953125
766;Vaporeon;Water Gun;Hydro Pump;436;Golem;Mud Shot;Earthquake;1,953125;1;1,953125
403;Victreebel;Razor Leaf;Solar Beam;436;Golem;Mud Shot;Earthquake;1,953125;1;1,953125
749;Gyarados;Bite;Hydro Pump;436;Golem;Mud Shot;Earthquake;1,4765625;1,25;1,84570313
746;Gyarados;Dragon Breath;Hydro Pump;436;Golem;Mud Shot;Earthquake;1,4765625;1,25;1,84570313
61;Butterfree;Confusion;Bug Buzz;436;Golem;Mud Shot;Earthquake;1,125;1,5625;1,7578125
712;Scyther;Steel Wing;Night Slash;436;Golem;Mud Shot;Earthquake;1,125;1,5625;1,7578125
501;Dewgong;Ice Shard;Aqua Jet;436;Golem;Mud Shot;Earthquake;1,7578125;1;1,7578125
709;Scyther;Fury Cutter;Night Slash;436;Golem;Mud Shot;Earthquake;1,125;1,5625;1,7578125
525;Cloyster;Ice Shard;Hydro Pump;436;Golem;Mud Shot;Earthquake;1,7578125;1;1,7578125
498;Dewgong;Frost Breath;Aqua Jet;436;Golem;Mud Shot;Earthquake;1,7578125;1;1,7578125
351;Poliwrath;Bubble;Submission;436;Golem;Mud Shot;Earthquake;1,7578125;1;1,7578125
63;Butterfree;Confusion;Signal Beam;436;Golem;Mud Shot;Earthquake;1,125;1,5625;1,7578125
59;Butterfree;Bug Bite;Psychic;436;Golem;Mud Shot;Earthquake;1,125;1,5625;1,7578125
522;Cloyster;Frost Breath;Hydro Pump;436;Golem;Mud Shot;Earthquake;1,7578125;1;1,7578125
456;Slowbro;Water Gun;Psychic;436;Golem;Mud Shot;Earthquake;1,6015625;1;1,6015625
574;Kingler;Mud Shot;Water Pulse;436;Golem;Mud Shot;Earthquake;1,6015625;1;1,6015625
353;Poliwrath;Mud Shot;Hydro Pump;436;Golem;Mud Shot;Earthquake;1,6015625;1;1,6015625
458;Slowbro;Confusion;Water Pulse;436;Golem;Mud Shot;Earthquake;1,6015625;1;1,6015625
702;Starmie;Water Gun;Psybeam;436;Golem;Mud Shot;Earthquake;1,6015625;1;1,6015625
571;Kingler;Metal Claw;Water Pulse;436;Golem;Mud Shot;Earthquake;1,6015625;1;1,6015625
310;Golduck;Water Gun;Ice Beam;436;Golem;Mud Shot;Earthquake;1,6015625;1;1,6015625
673;Seadra;Water Gun;Blizzard;436;Golem;Mud Shot;Earthquake;1,6015625;1;1,6015625
49;Blastoise;Water Gun;Ice Beam;436;Golem;Mud Shot;Earthquake;1,6015625;1;1,6015625
478;Farfetch'd;Fury Cutter;Leaf Blade;436;Golem;Mud Shot;Earthquake;1,28125;1,25;1,6015625
48;Blastoise;Water Gun;Flash Cannon;436;Golem;Mud Shot;Earthquake;1,6015625;1;1,6015625
352;Poliwrath;Bubble;Ice Punch;436;Golem;Mud Shot;Earthquake;1,6015625;1;1,6015625
475;Farfetch'd;Cut;Leaf Blade;436;Golem;Mud Shot;Earthquake;1,28125;1,25;1,6015625
457;Slowbro;Water Gun;Ice Beam;436;Golem;Mud Shot;Earthquake;1,6015625;1;1,6015625
659;Tangela;Vine Whip;Sludge Bomb;435;Golem;Mud Shot;Ancient Power;1,953125;1,11111104;2,17013884
350;Poliwrath;Bubble;Hydro Pump;435;Golem;Mud Shot;Ancient Power;1,953125;1,11111104;2,17013884
660;Tangela;Vine Whip;Solar Beam;435;Golem;Mud Shot;Ancient Power;1,953125;1,11111104;2,17013884
658;Tangela;Vine Whip;Power Whip;435;Golem;Mud Shot;Ancient Power;1,953125;1,11111104;2,17013884
766;Vaporeon;Water Gun;Hydro Pump;435;Golem;Mud Shot;Ancient Power;1,953125;1;1,953125
16;Venusaur;Vine Whip;Petal Blizzard;435;Golem;Mud Shot;Ancient Power;1,953125;1;1,953125
14;Venusaur;Razor Leaf;Solar Beam;435;Golem;Mud Shot;Ancient Power;1,953125;1;1,953125
248;Vileplume;Razor Leaf;Petal Blizzard;435;Golem;Mud Shot;Ancient Power;1,953125;1;1,953125
401;Victreebel;Razor Leaf;Leaf Blade;435;Golem;Mud Shot;Ancient Power;1,953125;1;1,953125
17;Venusaur;Vine Whip;Solar Beam;435;Golem;Mud Shot;Ancient Power;1,953125;1;1,953125
13;Venusaur;Razor Leaf;Petal Blizzard;435;Golem;Mud Shot;Ancient Power;1,953125;1;1,953125
351;Poliwrath;Bubble;Submission;435;Golem;Mud Shot;Ancient Power;1,7578125;1,11111104;1,953125
402;Victreebel;Razor Leaf;Sludge Bomb;435;Golem;Mud Shot;Ancient Power;1,953125;1;1,953125
50;Blastoise;Water Gun;Hydro Pump;435;Golem;Mud Shot;Ancient Power;1,953125;1;1,953125
309;Golduck;Water Gun;Hydro Pump;435;Golem;Mud Shot;Ancient Power;1,953125;1;1,953125
700;Starmie;Water Gun;Hydro Pump;435;Golem;Mud Shot;Ancient Power;1,953125;1;1,953125
15;Venusaur;Vine Whip;Sludge Bomb;435;Golem;Mud Shot;Ancient Power;1,953125;1;1,953125
675;Seadra;Water Gun;Hydro Pump;435;Golem;Mud Shot;Ancient Power;1,953125;1;1,953125
701;Starmie;Water Gun;Power Gem;435;Golem;Mud Shot;Ancient Power;1,953125;1;1,953125
249;Vileplume;Razor Leaf;Solar Beam;435;Golem;Mud Shot;Ancient Power;1,953125;1;1,953125
12;Venusaur;Razor Leaf;Sludge Bomb;435;Golem;Mud Shot;Ancient Power;1,953125;1;1,953125
403;Victreebel;Razor Leaf;Solar Beam;435;Golem;Mud Shot;Ancient Power;1,953125;1;1,953125
455;Slowbro;Water Gun;Water Pulse;435;Golem;Mud Shot;Ancient Power;1,953125;1;1,953125
765;Vaporeon;Water Gun;Water Pulse;435;Golem;Mud Shot;Ancient Power;1,953125;1;1,953125
767;Vaporeon;Water Gun;Aqua Tail;435;Golem;Mud Shot;Ancient Power;1,953125;1;1,953125
595;Exeggutor;Zen Headbutt;Solar Beam;435;Golem;Mud Shot;Ancient Power;1,6015625;1,11111104;1,77951384
353;Poliwrath;Mud Shot;Hydro Pump;435;Golem;Mud Shot;Ancient Power;1,6015625;1,11111104;1,77951384
590;Exeggutor;Confusion;Seed Bomb;435;Golem;Mud Shot;Ancient Power;1,6015625;1,11111104;1,77951384
593;Exeggutor;Zen Headbutt;Seed Bomb;435;Golem;Mud Shot;Ancient Power;1,6015625;1,11111104;1,77951384
352;Poliwrath;Bubble;Ice Punch;435;Golem;Mud Shot;Ancient Power;1,6015625;1,11111104;1,77951384
592;Exeggutor;Confusion;Solar Beam;435;Golem;Mud Shot;Ancient Power;1,6015625;1,11111104;1,77951384
790;Omastar;Water Gun;Hydro Pump;435;Golem;Mud Shot;Ancient Power;1,953125;0,888888896;1,73611116
612;Hitmonlee;Rock Smash;Low Sweep;435;Golem;Mud Shot;Ancient Power;1,5625;1,11111104;1,73611104
602;Marowak;Mud Slap;Bone Club;435;Golem;Mud Shot;Ancient Power;1,5625;1,11111104;1,73611104
388;Machamp;Karate Chop;Cross Chop;435;Golem;Mud Shot;Ancient Power;1,5625;1,11111104;1,73611104
287;Dugtrio;Mud Shot;Earthquake;435;Golem;Mud Shot;Ancient Power;1,5625;1,11111104;1,73611104
386;Machamp;Karate Chop;Stone Edge;435;Golem;Mud Shot;Ancient Power;1,5625;1,11111104;1,73611104
608;Hitmonlee;Low Kick;Stomp;435;Golem;Mud Shot;Ancient Power;1,5625;1,11111104;1,73611104
324;Primeape;Karate Chop;Low Sweep;435;Golem;Mud Shot;Ancient Power;1,5625;1,11111104;1,73611104
618;Hitmonchan;Rock Smash;Fire Punch;435;Golem;Mud Shot;Ancient Power;1,5625;1,11111104;1,73611104
387;Machamp;Karate Chop;Submission;435;Golem;Mud Shot;Ancient Power;1,5625;1,11111104;1,73611104
289;Dugtrio;Mud Shot;Stone Edge;435;Golem;Mud Shot;Ancient Power;1,5625;1,11111104;1,73611104
620;Hitmonchan;Rock Smash;Thunder Punch;435;Golem;Mud Shot;Ancient Power;1,5625;1,11111104;1,73611104
609;Hitmonlee;Low Kick;Low Sweep;435;Golem;Mud Shot;Ancient Power;1,5625;1,11111104;1,73611104
150;Sandslash;Mud Shot;Rock Tomb;435;Golem;Mud Shot;Ancient Power;1,5625;1,11111104;1,73611104
604;Marowak;Mud Slap;Earthquake;435;Golem;Mud Shot;Ancient Power;1,5625;1,11111104;1,73611104
151;Sandslash;Mud Shot;Bulldoze;435;Golem;Mud Shot;Ancient Power;1,5625;1,11111104;1,73611104
149;Sandslash;Mud Shot;Earthquake;435;Golem;Mud Shot;Ancient Power;1,5625;1,11111104;1,73611104
288;Dugtrio;Mud Shot;Mud Bomb;435;Golem;Mud Shot;Ancient Power;1,5625;1,11111104;1,73611104
321;Primeape;Low Kick;Low Sweep;435;Golem;Mud Shot;Ancient Power;1,5625;1,11111104;1,73611104
611;Hitmonlee;Rock Smash;Stomp;435;Golem;Mud Shot;Ancient Power;1,5625;1,11111104;1,73611104
610;Hitmonlee;Low Kick;Stone Edge;435;Golem;Mud Shot;Ancient Power;1,5625;1,11111104;1,73611104
621;Hitmonchan;Rock Smash;Brick Break;435;Golem;Mud Shot;Ancient Power;1,5625;1,11111104;1,73611104
613;Hitmonlee;Rock Smash;Stone Edge;435;Golem;Mud Shot;Ancient Power;1,5625;1,11111104;1,73611104
323;Primeape;Karate Chop;Cross Chop;435;Golem;Mud Shot;Ancient Power;1,5625;1,11111104;1,73611104
320;Primeape;Low Kick;Cross Chop;435;Golem;Mud Shot;Ancient Power;1,5625;1,11111104;1,73611104
603;Marowak;Mud Slap;Dig;435;Golem;Mud Shot;Ancient Power;1,5625;1,11111104;1,73611104
262;Parasect;Bug Bite;Solar Beam;435;Golem;Mud Shot;Ancient Power;1,6015625;1,05820107;1,6947751
265;Parasect;Fury Cutter;Solar Beam;435;Golem;Mud Shot;Ancient Power;1,6015625;1,05820107;1,6947751
456;Slowbro;Water Gun;Psychic;435;Golem;Mud Shot;Ancient Power;1,6015625;1;1,6015625
48;Blastoise;Water Gun;Flash Cannon;435;Golem;Mud Shot;Ancient Power;1,6015625;1;1,6015625
571;Kingler;Metal Claw;Water Pulse;435;Golem;Mud Shot;Ancient Power;1,6015625;1;1,6015625
574;Kingler;Mud Shot;Water Pulse;435;Golem;Mud Shot;Ancient Power;1,6015625;1;1,6015625
458;Slowbro;Confusion;Water Pulse;435;Golem;Mud Shot;Ancient Power;1,6015625;1;1,6015625
310;Golduck;Water Gun;Ice Beam;435;Golem;Mud Shot;Ancient Power;1,6015625;1;1,6015625
457;Slowbro;Water Gun;Ice Beam;435;Golem;Mud Shot;Ancient Power;1,6015625;1;1,6015625
702;Starmie;Water Gun;Psybeam;435;Golem;Mud Shot;Ancient Power;1,6015625;1;1,6015625
49;Blastoise;Water Gun;Ice Beam;435;Golem;Mud Shot;Ancient Power;1,6015625;1;1,6015625
673;Seadra;Water Gun;Blizzard;435;Golem;Mud Shot;Ancient Power;1,6015625;1;1,6015625
659;Tangela;Vine Whip;Sludge Bomb;434;Golem;Mud Shot;Stone Edge;1,953125;1,11111104;2,17013884
660;Tangela;Vine Whip;Solar Beam;434;Golem;Mud Shot;Stone Edge;1,953125;1,11111104;2,17013884
658;Tangela;Vine Whip;Power Whip;434;Golem;Mud Shot;Stone Edge;1,953125;1,11111104;2,17013884
350;Poliwrath;Bubble;Hydro Pump;434;Golem;Mud Shot;Stone Edge;1,953125;1,11111104;2,17013884
